Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Terpyllos,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-terpyllos|primary,Europe,,Greece,41.04416667,22.95888889,243,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Test_station,,	2021-03-17,,Operational,Unknown,Land (fixed),0-300-0-Nicktest|primary,Europe,,Greece,37.95,23.66,20,,UTC+2,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-03-18,Nick KALAMARAS
Thasos,,	2010-05-18,,Operational,Unknown,Land (fixed),0-300-0-16796|primary,Europe,,Greece,40.7789,24.7011,3,,UTC+2,Hellenic National Meteorological Service,,,,Warm temperate - Dry and warm summer,Water bodies(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2021-01-18,Nick KALAMARAS
Thasos (NOA),,	2014-11-12,,Operational,Operational,Land (fixed),0-300-1-thasos|primary,Europe,,Greece,40.77694444,24.71083333,8,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Theodoriana,,	2009-11-15,,Operational,Operational,Land (fixed),0-300-1-theodoriana|primary,Europe,,Greece,39.437403,21.209306,962,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Theologos,,	2011-03-16,,Operational,Operational,Land (fixed),0-300-1-theologos|primary,Europe,,Greece,38.66175,23.189612,30,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Therissos,,	2021-10-08,,Operational,Operational,Land (fixed),0-300-1-therissos|primary,Europe,,Greece,35.407655,23.98246,565,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Thermopyles,,	2019-05-23,,Operational,Operational,Land (fixed),0-300-1-thermopyles|primary,Europe,,Greece,38.821728,22.685956,9,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Thessaloniki (NOA),,	2012-02-22,,Operational,Operational,Land (fixed),0-300-1-thessaloniki|primary,Europe,,Greece,40.587577,22.940764,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Thiva,,	2016-04-30,,Operational,Operational,Land (fixed),0-300-1-thiva|primary,Europe,,Greece,38.307132,23.32108,255,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Thiva nea odos,,	2021-01-26,,Operational,Operational,Land (fixed),0-300-1-thivaneaodos|primary,Europe,,Greece,38.364797,23.321733,108,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Tinos,,	2008-04-05,,Operational,Operational,Land (fixed),0-300-0-16633|primary,Europe,,Greece,37.5312,25.163,25.85,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Tinos (NOA),,	2008-07-21,,Operational,Operational,Land (fixed),0-300-1-tinos|primary,Europe,,Greece,37.538241,25.162004,20,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tinosporto,,	2019-07-18,,Operational,Operational,Land (fixed),0-300-1-tinosporto|primary,Europe,,Greece,37.541,25.221,123,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tithorea,,	2011-09-01,,Operational,Operational,Land (fixed),0-300-0-16649|primary,Europe,,Greece,38.5992,22.7237,154,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Tragana,,	2021-01-22,,Operational,Operational,Land (fixed),0-300-1-tragana|primary,Europe,,Greece,38.618247,23.143075,27,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Triantafyllia,,	2016-08-11,,Operational,Unknown,Land (fixed),0-300-1-triantafyllia|primary,Europe,,Greece,40.707952,21.460777,813,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Trikala (NOA),,	2007-03-10,,Operational,Operational,Land (fixed),0-300-1-trikala|primary,Europe,,Greece,39.55857,21.76247,163,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Trikalakorinthias,,	2011-11-10,,Operational,Operational,Land (fixed),0-300-1-trikalakorinthia|primary,Europe,,Greece,38.00183,22.4697,1077,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-22,Nick KALAMARAS
Tripoli (NOA),,	2009-11-11,,Operational,Operational,Land (fixed),0-300-1-tripoli|primary,Europe,,Greece,37.509202,22.417536,650,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tristeno,,	2008-08-27,,Operational,Operational,Land (fixed),0-300-1-tristeno|primary,Europe,,Greece,39.79369,21.00129,940,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tsepelovo,,	2015-12-06,,Operational,Operational,Land (fixed),0-300-1-tsepelovo|primary,Europe,,Greece,39.90363231,20.82256344,1080,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tyria,,	2010-06-05,,Operational,Operational,Land (fixed),0-300-1-tyria|primary,Europe,,Greece,39.53142,20.69012,340,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tzermiado,,	2006-11-25,,Operational,Operational,Land (fixed),0-300-1-tzermiado|primary,Europe,,Greece,35.1801,25.468,820,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Upatras,,	2013-12-02,,Operational,Operational,Land (fixed),0-300-1-upatras|primary,Europe,,Greece,38.28333,21.78333,66,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Ursulines,,	2019-02-15,,Operational,Operational,Land (fixed),0-300-1-ursulines|primary,Europe,,Greece,38.054167,23.820833,251,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Uth-volos,,	2014-06-30,,Operational,Operational,Land (fixed),0-300-1-uthvolos|primary,Europe,,Greece,39.36076,22.93165,9,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vamvakou,,	2018-06-18,,Operational,Operational,Land (fixed),0-300-1-vamvakou|primary,Europe,,Greece,39.3358429,22.41447462,148,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vari,,	2013-12-13,,Operational,Operational,Land (fixed),0-300-1-vari|primary,Europe,,Greece,37.839516,23.806403,53,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Variko,,	2009-01-27,,Operational,Operational,Land (fixed),0-300-1-variko|primary,Europe,,Greece,40.544342,21.507753,740,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vartholomio,,	2020-07-16,,Operational,Operational,Land (fixed),0-300-1-vartholomio|primary,Europe,,Greece,37.855663,21.203052,15,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Varympompi,,	2008-07-18,,Operational,Operational,Land (fixed),0-300-1-varympompi|primary,Europe,,Greece,38.105236,23.817486,275,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Vasilitsa,,	2007-12-04,,Operational,Operational,Land (fixed),0-300-1-vasilitsa|primary,Europe,,Greece,40.058333,21.083056,1780,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vateri,,	2016-10-12,,Operational,Operational,Land (fixed),0-300-1-vateri|primary,Europe,,Greece,38.774083,23.313337,130,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vathialoga,,	2018-11-01,,Operational,Operational,Land (fixed),0-300-1-vathialoga|primary,Europe,,Greece,38.685106,22.503656,303,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vathistalos,,	2017-11-17,,Operational,Operational,Land (fixed),0-300-1-vathistalos|primary,Europe,,Greece,38.57016,22.60656,1780,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vatopedi,,	2008-07-30,,Operational,Operational,Land (fixed),0-300-1-vatopedi|primary,Europe,,Greece,40.3154,24.21062,25,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Vegoritida,,	2008-11-16,,Operational,Operational,Land (fixed),0-300-1-vegoritida|primary,Europe,,Greece,40.841219,21.825311,647,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Velvento,,	2016-05-27,,Operational,Operational,Land (fixed),0-300-1-velvento|primary,Europe,,Greece,40.255576,22.0561,349,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Velvento1,,	2017-07-15,,Operational,Operational,Land (fixed),0-300-1-velvento1|primary,Europe,,Greece,40.273181,22.069742,370,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Veroia,,	2008-11-07,,Operational,Operational,Land (fixed),0-300-1-veroia|primary,Europe,,Greece,40.55095,22.24469,30,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
